track	clade	ref	aspect	median_pident	wang	recall	n	wang_lo	wang_hi	recall_lo	recall_hi
mammal	mammal	amphioxus	CC	50.5	0.6479044427859989	0.28171556788947605	117	0.5932994719040454	0.7032368964161039	0.23479019241902868	0.3293563027109071
mammal	mammal	amphioxus	MF	50.5	0.6918343902461731	0.39671642204277574	119	0.6444118892802986	0.73829931099894	0.35104658964693036	0.44461868146078837
mammal	mammal	anole	BP	70.5	0.8032363227606545	0.3413619146962	120	0.7850520325987096	0.8225597969988732	0.3072438466123197	0.3750582338309561
mammal	mammal	anole	CC	70.5	0.7098436416248929	0.3987679073880525	117	0.6500849161475359	0.7567650165223139	0.3530463277851604	0.4399433089269709
mammal	mammal	anole	MF	70.5	0.7567976131928201	0.5729376611716667	119	0.7212679159684268	0.7902353398958594	0.5296740784097054	0.6146229222196415
mammal	mammal	celegans	BP	40.9	0.6301561338231298	0.16226580000575808	113	0.5811975234696469	0.6749387523488601	0.132895503273428	0.1980600741513715
mammal	mammal	celegans	CC	40.9	0.6178280465776058	0.2328856405878593	110	0.5579868195049555	0.6738795784409201	0.19386892104558773	0.27315570601577066
mammal	mammal	celegans	MF	40.9	0.5774930324435241	0.27663273207578426	112	0.5169840977939252	0.6332542298838658	0.2328427204078053	0.3212521445207824
mammal	mammal	chicken	BP	72.8	0.8085116800043277	0.3592510558668744	120	0.787284516004467	0.8285431524470248	0.3297802700698234	0.3923473248199221
mammal	mammal	chicken	CC	72.8	0.7612926503652786	0.4778374126634832	118	0.7162719765966092	0.7977860435146479	0.4336982951538998	0.5209538953290871
mammal	mammal	chicken	MF	72.8	0.7690271270657859	0.6067608317337969	119	0.7334585524112177	0.8041602672685805	0.5651093207725707	0.6485371121590748
mammal	mammal	cow	BP	85.0	0.8166371680957665	0.37039832485118007	120	0.7982032730786638	0.8350918080862983	0.338998143298455	0.40139767081899763
mammal	mammal	cow	CC	85.0	0.78582224677683	0.521943553316748	119	0.7447741076692264	0.8224618232849926	0.47976873681945986	0.5655413387222021
mammal	mammal	cow	MF	85.0	0.7781977653246075	0.6432826709897053	119	0.7401406383840209	0.8103615844397516	0.6016341167873523	0.6827021110252995
mammal	mammal	dog	BP	85.6	0.8228035160608963	0.39663065848352436	120	0.8024965042555721	0.8400186942558938	0.3623737589972842	0.43117867407298344
mammal	mammal	dog	CC	85.6	0.7727785202171917	0.5169353842712202	119	0.7284231467650766	0.8126206382297951	0.4732731577575965	0.5564695794791767
mammal	mammal	dog	MF	85.6	0.7841032347260113	0.6644523422491555	119	0.7513662203704159	0.8124654250214626	0.6201497737867105	0.7067558795884057
mammal	mammal	fruitfly	BP	45.0	0.6617578924297194	0.21192676769189578	117	0.6158280868047699	0.7058056253542548	0.17944371888031105	0.24680877502237625
mammal	mammal	fruitfly	CC	45.0	0.6130689238338445	0.25447172465045054	114	0.5505987122997699	0.671067332418705	0.2114513168516926	0.29331566352077365
mammal	mammal	fruitfly	MF	45.0	0.6110071943224229	0.2997359522952841	116	0.555083208083337	0.6639934154230269	0.2527987169390052	0.3480852147561191
mammal	mammal	gar	BP	65.0	0.7983117477811181	0.2788586045233969	120	0.7768832370012766	0.8197062622852249	0.24852549848242725	0.3147136122357685
mammal	mammal	gar	CC	65.0	0.7183091817565739	0.41237466906240944	118	0.6650560441965228	0.770945633907169	0.3648152175303392	0.4605583328386312
mammal	mammal	gar	MF	65.0	0.765222229007552	0.5475788754787965	119	0.724053223673765	0.8017903990352409	0.5015798063244874	0.5911320705179871
mammal	mammal	horse	BP	85.5	0.8138749761400431	0.354155318275621	120	0.7940075949290563	0.8327705613628716	0.3209527977046933	0.3861171573072292
